Customer_ID,First_Name,Last_Name,Gender,Email,Phone,DOB,City,State,Country,Membership,Loyalty_Points,Segment,Income,Status
CUST000025,Urvi,Krishnan,Female,lankawahab@example.net,3776174093,14-02-1973,Tezpur,Chhattisgarh,India,Standard,32539,Bronze,897790,Active
CUST000026,Advik,Subramaniam,Female,sunderamruta@example.net,3748477718,28-02-2005,Ramagundam,Manipur,India,Standard,36008,Gold,774309,Active
CUST000027,Faraj,Toor,Female,yluthra@example.org,1912845298,21-10-1967,Singrauli,Andhra Pradesh,India,Business,18246,Platinum,1704795,Active
CUST000028,Nathan,Aggarwal,Other,zseshadri@example.com,6565150556,29-04-2003,Nizamabad,Kerala,India,Standard,15122,Silver,548063,Active
CUST000029,Dhruv,Ramaswamy,Male,xbose@example.com,410423468,25-02-1997,Bhopal,Uttar Pradesh,India,Prime,15201,Silver,250596,Active
CUST000030,Mugdha,Jani,Female,bawanirja@example.com,4708227654,25-01-1977,Barasat,Meghalaya,India,Business,11950,Gold,1382503,Active
CUST000031,Meera,Dar,Male,neelborde@example.org,8375762833,01-01-1985,Mathura,Kerala,India,Prime,27456,Gold,2757738,Active
CUST000032,Aarna,Jaggi,Other,sacharleela@example.com,6450749528,26-11-1969,Yamunanagar,Madhya Pradesh,India,Standard,8224,Bronze,2115302,Active
CUST000033,Sanaya,Sankaran,Other,anthony20@example.com,9701687731,24-03-1983,Berhampore,Assam,India,Business,25714,Platinum,1873438,Active
CUST000034,Balveer,Agarwal,Female,virajbarad@example.net,2486111489,23-05-1967,Hyderabad,Nagaland,India,Prime,31557,Platinum,461086,Active
CUST000035,Charvi,Sharma,Male,diya37@example.net,8306400376,29-11-1990,Ambattur,Meghalaya,India,Prime,13681,Platinum,880748,Active
CUST000036,Bahadurjit,Nigam,Male,rpatil@example.com,481373433,05-11-1995,Moradabad,Punjab,India,Standard,39369,Bronze,629411,Active
CUST000037,Warhi,Grover,Male,vedhikasahni@example.net,9260309260,16-05-1979,Gorakhpur,Assam,India,Business,9913,Bronze,1725090,Active
CUST000038,Noah,Narayan,Other,qasimvohra@example.net,465572101,23-10-1977,Kishanganj,Tripura,India,Prime,4608,Silver,2775592,Active
CUST000039,Sarthak,Rai,Female,dayamai61@example.org,3587355706,12-06-1975,Rajkot,Uttar Pradesh,India,Prime,41576,Gold,1657057,Active
CUST000040,David,Kurian,Other,devnori@example.com,5904544091,22-09-1980,Kharagpur,Uttar Pradesh,India,Standard,31073,Bronze,683827,Active
CUST000041,Zayan,Sani,Female,fdeo@example.org,4293557591,12-06-1995,Vellore,Assam,India,Standard,31483,Platinum,1508003,Active
CUST000042,Bahadurjit,Subramaniam,Male,naveen61@example.org,9131677232,11-10-2002,Siwan,West Bengal,India,Prime,6696,Gold,1310470,Active
CUST000043,Jairaj,Memon,Female,ati94@example.com,4373233249,13-07-1976,Guna,Mizoram,India,Business,10580,Bronze,1060734,Active
CUST000044,Vihaan,Chaudhry,Other,gbansal@example.org,3750431039,09-04-1975,Sultan Pur Majra,Punjab,India,Standard,9607,Bronze,2415051,Active
CUST000045,Abha,Ahuja,Female,pallateerth@example.org,5203409305,15-06-1988,Kurnool,Arunachal Pradesh,India,Business,5964,Gold,2374314,Active
CUST000046,Warhi,Sule,Female,reddyharrison@example.com,8126464460,27-06-1977,Bharatpur,Rajasthan,India,Prime,23310,Silver,2433854,Active
CUST000047,Ronith,Raman,Other,ajani@example.com,6116957220,30-06-1989,Hubli–Dharwad,Odisha,India,Business,21604,Silver,2772065,Active
CUST000048,Kamala,Thaman,Male,madhavpall@example.com,8211673420,30-09-1987,Chandigarh,Tamil Nadu,India,Prime,26259,Silver,1038516,Active
CUST000049,Naveen,Kapadia,Other,ehayre@example.org,682651233,09-12-1990,Kochi,Madhya Pradesh,India,Standard,23302,Bronze,317176,Active
CUST000050,Tamanna,Mohan,Female,lmorar@example.org,6578720097,04-01-1996,Mangalore,Uttar Pradesh,India,Standard,16985,Silver,2738137,Active
CUST000051,Urvashi,Ratta,Female,bhavsarkabir@example.com,5178800215,27-05-1995,Bhavnagar,Andhra Pradesh,India,Standard,47390,Gold,1729393,Active
CUST000052,Dominic,Choudhary,Male,karanswamy@example.com,3159425947,26-08-2006,Dhule,Odisha,India,Prime,6694,Silver,2171658,Active
CUST000053,Adya,Toor,Male,eiravatipradhan@example.org,2624562418,18-12-1984,Nizamabad,Nagaland,India,Standard,13393,Platinum,2817524,Active
CUST000054,Meera,Prabhu,Other,keya59@example.org,5173290484,23-05-1994,Korba,Chhattisgarh,India,Prime,31422,Gold,2897495,Active
CUST000055,Bina,Sankaran,Male,xvala@example.org,7390000954,06-11-1983,Ballia,Jharkhand,India,Business,7858,Platinum,1036006,Active
CUST000056,Kiaan,Jayaraman,Female,vaishnavi22@example.org,2711246400,04-10-1989,Madanapalle,Mizoram,India,Prime,28437,Gold,563855,Active
CUST000057,Waida,Kothari,Other,aadibasu@example.org,6232010983,03-01-1983,Pudukkottai,Goa,India,Standard,30353,Platinum,556177,Active
CUST000058,Yashoda,More,Other,mitalchanakya@example.net,8066717231,27-01-1962,Faridabad,Himachal Pradesh,India,Prime,11141,Silver,315548,Active
CUST000059,Rajata,Virk,Male,chakrika31@example.net,2433253659,03-06-1980,Indore,Maharashtra,India,Business,30497,Silver,2765124,Active
CUST000060,Vivaan,Morar,Other,mahikabrahmbhatt@example.net,2001192520,01-04-1992,Jabalpur,Telangana,India,Standard,43074,Gold,853944,Active
CUST000061,Chakradhar,Bhatti,Other,ryan81@example.net,1333100147,07-07-1997,Durg,Karnataka,India,Business,8584,Bronze,259739,Active
CUST000062,Gayathri,Sampath,Other,ansh54@example.com,5598749060,02-12-1973,Siwan,Odisha,India,Business,6735,Silver,2019528,Active
CUST000063,Tarak,Chand,Male,onkar60@example.net,4005717279,05-03-1986,Anantapuram,Uttarakhand,India,Prime,1834,Gold,1092463,Active
CUST000064,Tanish,Kata,Female,hgandhi@example.net,7815516616,10-08-1971,Bongaigaon,Mizoram,India,Business,15763,Gold,1287854,Active
CUST000065,Onveer,Raghavan,Other,trivenidate@example.net,5958278527,14-10-1967,Surendranagar Dudhrej,Rajasthan,India,Standard,8590,Bronze,1683877,Active
CUST000066,Wazir,Tripathi,Female,amaramitra@example.net,2359852353,19-07-2006,Thiruvananthapuram,Madhya Pradesh,India,Business,38230,Platinum,2304068,Active
CUST000067,Matthew,Divan,Male,chameli64@example.org,1436700663,17-09-1956,Mahbubnagar,Telangana,India,Business,9950,Bronze,2046017,Active
CUST000068,Nidhi,Ahluwalia,Male,qushisama@example.org,2176541636,15-02-1981,Alappuzha,Mizoram,India,Business,257,Silver,922874,Active
CUST000069,Qadim,Narang,Male,ramachandranvrishti@example.org,4832385197,08-09-1982,Nagaon,Karnataka,India,Standard,40573,Bronze,2534027,Active
CUST000070,Nirja,Shan,Male,qarinramanathan@example.net,9504466001,16-04-1986,Rajahmundry,Jharkhand,India,Standard,44717,Platinum,645055,Active
CUST000071,Nandini,Vyas,Other,manyashere@example.org,2137832567,15-11-1996,Raichur,Uttar Pradesh,India,Prime,16285,Silver,1361474,Active
CUST000072,Victor,Loke,Male,bkulkarni@example.net,7045345776,21-08-1963,Kharagpur,Arunachal Pradesh,India,Prime,33273,Platinum,2556063,Active
CUST000073,Frederick,Nair,Male,hemaniaurora@example.net,3144919232,05-08-1966,Deoghar,Goa,India,Prime,29048,Gold,2769128,Active
CUST000074,Gautam,Mishra,Other,wardakala@example.net,7181463277,18-04-1980,Pallavaram,Haryana,India,Business,33565,Silver,1362600,Active
CUST000075,Wishi,Gala,Female,dyalekani@example.com,4756612500,25-05-1998,Sasaram,Meghalaya,India,Business,34949,Platinum,2329665,Active
CUST000076,Vedhika,Dhawan,Male,kalaojasvi@example.net,5155788346,26-11-1984,Jalna,Kerala,India,Business,34289,Gold,2546770,Active
CUST000077,Wakeeta,Raval,Male,yahvi48@example.com,7153542910,12-06-1984,Silchar,Jharkhand,India,Standard,8987,Platinum,710119,Active
CUST000078,Ikbal,Ahuja,Female,guptavaishnavi@example.net,8896929130,18-09-1990,Bidar,Tripura,India,Standard,20708,Bronze,1209312,Active
CUST000079,Harrison,Arya,Female,liam48@example.net,4260506990,17-08-1957,Bidar,Odisha,India,Prime,13938,Gold,713172,Active
CUST000080,Nidhi,Sekhon,Male,atwallila@example.net,7681173206,01-11-2007,Bellary,West Bengal,India,Business,42169,Gold,799697,Active
CUST000081,Jairaj,Dayal,Female,rbadami@example.net,7205214877,22-02-1956,Tadipatri,Assam,India,Prime,30653,Silver,594790,Active
CUST000082,Lopa,Mukhopadhyay,Female,noah79@example.org,5977221526,15-08-2005,Jalna,Himachal Pradesh,India,Standard,10668,Silver,877237,Active
CUST000083,Darsh,Natarajan,Other,doradayamai@example.net,3666937405,16-11-1963,Tumkur,Uttarakhand,India,Standard,33790,Platinum,1622356,Active
CUST000084,Lohit,Din,Female,xalak58@example.org,6334906734,27-11-1979,Jorhat,Uttar Pradesh,India,Prime,23371,Gold,586689,Active
CUST000085,Isha,Bhatnagar,Other,mitaliverma@example.com,7893333124,24-07-1974,Shahjahanpur,Arunachal Pradesh,India,Standard,1276,Gold,2523855,Active
CUST000086,Wakeeta,Prasad,Female,prabhuubika@example.org,5905489010,21-08-1986,Bhilwara,Tripura,India,Standard,46081,Bronze,1812057,Active
CUST000087,Ati,Sandhu,Female,sekhonkaran@example.com,5326100085,12-04-2001,Jamshedpur,Tamil Nadu,India,Business,40889,Gold,2348583,Active
CUST000088,Gautam,Kurian,Male,viraj18@example.com,7253320450,17-03-1969,Pimpri-Chinchwad,Bihar,India,Prime,14978,Bronze,552578,Active
CUST000089,Maanav,Nadkarni,Female,issacchanchal@example.net,1755461576,05-05-1998,Bhind,Tamil Nadu,India,Standard,2594,Silver,1334333,Active
CUST000090,Robert,Banik,Male,thomasbrahmbhatt@example.net,2716017553,08-02-1963,Howrah,Goa,India,Standard,44300,Gold,1902668,Active
CUST000091,Siya,Dhillon,Male,rdixit@example.com,3204945247,30-05-2003,Jamnagar,Mizoram,India,Business,33736,Platinum,1571740,Active
CUST000092,Dakshesh,Kakar,Male,hmangat@example.com,5643316462,30-05-2007,Mango,Uttar Pradesh,India,Standard,3770,Silver,1983908,Active
CUST000093,Yashica,Om,Male,saanviagarwal@example.net,2560634922,04-04-1993,Ghaziabad,Assam,India,Standard,1103,Bronze,1292833,Active
CUST000094,Gagan,Tandon,Male,parth32@example.net,9430186085,29-04-1960,Morena,Chhattisgarh,India,Business,14575,Bronze,1309187,Active
CUST000095,Amaira,Kothari,Male,jeevikabansal@example.org,9905878115,31-01-1986,Jalna,West Bengal,India,Standard,756,Gold,2519719,Active
CUST000096,Hritik,Talwar,Female,bvarghese@example.net,313922144,26-08-1960,Bhilwara,Andhra Pradesh,India,Standard,40743,Silver,381217,Active
CUST000097,Ucchal,Virk,Other,sachichauhan@example.com,2041779841,01-06-2002,Ambattur,Chhattisgarh,India,Business,15626,Bronze,877166,Active
CUST000098,Turvi,Ranganathan,Female,andrewramachandran@example.net,9980605563,04-03-1998,Rewa,West Bengal,India,Prime,11871,Silver,1508590,Active
CUST000099,Chatresh,Nair,Other,irakrish@example.com,5182156380,08-12-2006,Ranchi,Uttar Pradesh,India,Standard,34805,Silver,1416183,Active
CUST000100,Banjeet,Banerjee,Female,anjali80@example.net,4180630414,27-09-1958,Guwahati,Manipur,India,Business,44050,Silver,1334653,Active
CUST000101,Manbir,Sarraf,Female,vaidyakaran@example.com,9443184799,12-08-1984,Jaunpur,Nagaland,India,Prime,16413,Bronze,264366,Active
CUST000102,Chavvi,Sridhar,Male,bmukherjee@example.org,3388696052,15-10-1972,Anantapuram,Gujarat,India,Business,33138,Silver,2356857,Active
CUST000103,Chakrika,Bhandari,Female,duttekalinga@example.net,7086751832,23-12-1962,Tadepalligudem,Punjab,India,Prime,29298,Bronze,2961195,Active
CUST000104,Aradhana,Vasa,Other,somanamruta@example.net,6106891769,18-10-2001,Nadiad,West Bengal,India,Standard,43025,Platinum,2489696,Active
CUST000105,Sneha,Shankar,Female,ira45@example.com,5076742842,13-05-1986,Bathinda,Karnataka,India,Business,20170,Silver,1162870,Active
CUST000106,Xavier,Nanda,Female,poojaanne@example.org,4974848968,23-02-1980,Hindupur,Sikkim,India,Prime,46315,Silver,1897425,Active
CUST000107,Indali,Sethi,Female,birveer@example.org,5868923676,25-09-1973,Tirunelveli,Kerala,India,Prime,8507,Bronze,496632,Active
CUST000108,Eesha,Peri,Other,mukhopadhyayyauvani@example.org,4586284838,23-09-1958,Nagercoil,Odisha,India,Business,16750,Platinum,884705,Active
CUST000109,Brijesh,Sabharwal,Male,agatedamyanti@example.net,4619003278,20-10-1982,Ramgarh,Gujarat,India,Prime,43596,Platinum,2322078,Active
CUST000110,Nirja,Dara,Other,nakshvasa@example.net,112877960,03-03-1963,Raichur,Himachal Pradesh,India,Standard,39241,Silver,1429176,Active
CUST000111,Omkaar,Bali,Male,hardik91@example.com,7960036907,02-10-1968,Kozhikode,Odisha,India,Standard,12147,Silver,1328421,Active
CUST000112,Oscar,Murty,Female,shahchavvi@example.com,7136936467,25-09-1964,Nadiad,Goa,India,Prime,17251,Gold,1579616,Active
CUST000113,Abhimanyu,Mannan,Other,hpatil@example.com,5611658363,10-02-1968,Alwar,Sikkim,India,Standard,16020,Bronze,1498338,Active
CUST000114,Aryan,Om,Male,wyattdayal@example.org,4828773255,23-11-1988,Bihar Sharif,Meghalaya,India,Standard,11990,Bronze,1606487,Active
CUST000115,Yamini,Jayaraman,Female,snehadeep@example.net,9795836983,21-05-1960,Kharagpur,Andhra Pradesh,India,Prime,31106,Gold,2308745,Active
CUST000116,Maanav,Mukhopadhyay,Other,ramakrishnangabriel@example.net,3531185843,17-07-1967,Silchar,Jharkhand,India,Prime,16264,Bronze,581059,Active
CUST000117,Ishani,Raval,Female,rdeo@example.org,5560736512,30-11-2003,Thane,Madhya Pradesh,India,Prime,9428,Platinum,2661220,Active
CUST000118,Balveer,Edwin,Male,whora@example.com,6084293978,15-01-1974,Gorakhpur,Uttarakhand,India,Standard,1474,Gold,1476094,Active
CUST000119,Bhavini,Basak,Other,kondaindrajit@example.org,3516693481,03-11-2004,Danapur,Arunachal Pradesh,India,Prime,5536,Silver,2957938,Active
CUST000120,Samesh,Sangha,Other,vrishtigulati@example.org,2823843025,20-03-1966,Durgapur,Chhattisgarh,India,Business,25527,Gold,2272786,Active
CUST000121,Vidhi,Subramanian,Male,wyattahuja@example.net,2542299351,04-06-1991,Khora ,Manipur,India,Standard,47458,Silver,383660,Active
CUST000122,Nidra,Jhaveri,Other,mannadvik@example.com,3004431471,18-05-1980,Ramagundam,Goa,India,Business,41112,Platinum,2320392,Active
CUST000123,Ekbal,Bath,Male,sidhuvedika@example.org,9417673850,23-10-1988,Sambalpur,Assam,India,Business,49339,Bronze,2649731,Active
CUST000124,Lakshit,Bala,Other,ranamaanav@example.com,2821495625,07-10-1962,Nizamabad,Haryana,India,Business,45437,Silver,556900,Active
CUST000125,Dalbir,Barman,Male,rauchandresh@example.org,6724991232,16-04-1960,Gandhidham,Meghalaya,India,Prime,8722,Gold,640051,Active
CUST000126,Rayaan,Kamdar,Female,aarnav09@example.net,2410865170,20-03-1971,Phusro,Sikkim,India,Standard,36603,Bronze,2833046,Active
CUST000127,Ijaya,Hayre,Male,ichada@example.com,6826991059,10-11-1977,Ongole,Sikkim,India,Business,34828,Silver,2252249,Active
CUST000128,Laksh,Mistry,Female,ayaan33@example.net,1295896583,18-05-1969,Bokaro,Gujarat,India,Prime,29946,Bronze,2309613,Active
CUST000129,Isaac,Kant,Other,girish38@example.net,7387389189,22-07-1991,Guntur,West Bengal,India,Prime,43207,Bronze,2187506,Active
CUST000130,Yahvi,Tripathi,Female,varmaharsh@example.com,8239712590,11-04-1975,Hindupur,Gujarat,India,Prime,17403,Silver,1060744,Active
CUST000131,Tripti,Mital,Male,deshmukhpooja@example.org,9152550413,14-10-2005,Varanasi,Uttarakhand,India,Business,42593,Platinum,2271771,Active
CUST000132,Ira,Chaudhry,Female,falak91@example.org,4537097107,11-05-1965,Nadiad,Uttarakhand,India,Prime,31392,Gold,396073,Active
CUST000133,Maanas,Krishna,Other,sachi00@example.com,7870012996,23-05-1976,Karimnagar,Karnataka,India,Business,42124,Silver,524940,Active
CUST000134,Tarak,Mukhopadhyay,Other,calebkakar@example.org,7597655059,17-08-1956,Narasaraopet,Arunachal Pradesh,India,Prime,21743,Gold,2932733,Active
CUST000135,Madhav,Dhawan,Other,leena41@example.net,5998920813,10-10-1974,Patiala,West Bengal,India,Business,19950,Silver,252299,Active
CUST000136,Lohit,Bora,Female,harita58@example.net,5865055785,14-07-1963,Chennai,West Bengal,India,Prime,31837,Gold,617413,Active
CUST000137,Sudiksha,Ravel,Other,krandhawa@example.com,9124449851,17-07-1986,Amaravati,Kerala,India,Prime,44283,Platinum,1419940,Active
CUST000138,Upadhriti,Parikh,Other,fbir@example.com,4480243030,11-11-2002,Orai,Rajasthan,India,Business,18713,Platinum,2154116,Active
CUST000139,Hardik,Hegde,Female,daksheshdayal@example.net,1195203480,31-07-1972,Shivpuri,Madhya Pradesh,India,Prime,35984,Silver,1507258,Active
CUST000140,Geetika,Ghosh,Male,sachdevachakradev@example.org,7964700595,06-03-1993,Sangli-Miraj & Kupwad,Assam,India,Standard,1147,Gold,2125063,Active
CUST000141,Anirudh,Dugal,Male,lukewagle@example.org,5658982995,27-08-1998,Patna,Tripura,India,Business,29455,Gold,1822559,Active
CUST000142,Dayamai,Setty,Male,janaki88@example.com,4087152361,07-01-1962,Miryalaguda,Tripura,India,Prime,4889,Bronze,794503,Active
CUST000143,Qabil,Lad,Other,manthan22@example.net,5377356735,03-01-1959,Etawah,Arunachal Pradesh,India,Business,17157,Gold,756185,Active
CUST000144,Vedant,Puri,Other,qprashad@example.net,404633535,24-02-2002,Thrissur,Odisha,India,Business,33341,Gold,672603,Active
CUST000145,Naksh,Sood,Other,laban44@example.org,732599739,27-12-1957,South Dumdum,Maharashtra,India,Standard,15163,Platinum,2239021,Active
CUST000146,Logan,Mishra,Female,choudhurymax@example.org,4285127616,19-06-2007,Bhimavaram,Haryana,India,Prime,10424,Bronze,2262322,Active
CUST000147,Saksham,Aurora,Other,deshmukhyamini@example.net,9610051117,04-09-1955,Panvel,Chhattisgarh,India,Standard,26569,Gold,790168,Active
CUST000148,Xiti,Chowdhury,Female,watika15@example.org,1420441038,29-12-2005,Hyderabad,Karnataka,India,Standard,24648,Gold,707130,Active
CUST000149,Benjamin,Setty,Female,ganga64@example.com,5866266620,19-08-2004,Phagwara,Telangana,India,Prime,21269,Gold,1870421,Active
CUST000150,Krishna,Khosla,Male,jackchadha@example.net,685785790,07-09-1973,Noida,Uttarakhand,India,Prime,46728,Bronze,1415647,Active
CUST000151,Kritika,Pant,Female,ramaswamyamaira@example.net,1839447589,05-07-2008,Dehri,Kerala,India,Standard,4258,Platinum,1836454,Active
CUST000152,Samarth,Wable,Other,jasmitkhare@example.net,2720565616,27-12-1960,Nagaon,Mizoram,India,Prime,23639,Platinum,1354084,Active
CUST000153,Chasmum,Sethi,Male,maharajmeghana@example.com,1772820257,11-03-1975,Eluru,Himachal Pradesh,India,Standard,6665,Bronze,2976537,Active
CUST000154,Andrew,Iyer,Female,laddalbir@example.net,4845434718,04-05-1962,Tadipatri,Tripura,India,Business,9759,Silver,1314544,Active
CUST000155,Kamya,Bassi,Female,xprashad@example.org,6694536929,24-11-1958,Ozhukarai,West Bengal,India,Business,20683,Silver,1765940,Active
CUST000156,Ekavir,Buch,Female,zraghavan@example.net,7019977667,12-08-1976,Anand,Tripura,India,Prime,49915,Platinum,2524286,Active
CUST000157,Aditya,Kata,Other,neelimabaria@example.net,8567113190,29-06-2000,Phusro,Manipur,India,Prime,47157,Bronze,407517,Active
CUST000158,Christopher,Iyengar,Other,vasudha08@example.net,9260255380,06-02-1983,Satara,Madhya Pradesh,India,Standard,29547,Silver,2903189,Active
CUST000159,Aadhya,Misra,Female,avaidya@example.net,4436684432,09-02-1990,Unnao,Tamil Nadu,India,Standard,3209,Silver,916231,Active
CUST000160,Lohit,Pau,Female,sai78@example.net,5081695043,14-03-1993,Machilipatnam,Telangana,India,Standard,22522,Gold,1448945,Active
CUST000161,Sai,Jani,Female,dalbirgole@example.com,219720827,13-11-1983,Ulhasnagar,Tripura,India,Business,48414,Gold,1903765,Active
CUST000162,Samuel,Varty,Other,shroffgirish@example.org,634762020,22-09-1995,Kishanganj,Telangana,India,Prime,19715,Platinum,2537576,Active
CUST000163,Mitesh,More,Other,ekta83@example.org,6056243813,28-04-1978,Raipur,Arunachal Pradesh,India,Standard,7847,Silver,2897797,Active
CUST000164,Indira,Das,Male,elijahmannan@example.com,713744998,22-06-1980,Adoni,Jharkhand,India,Prime,13623,Platinum,2508488,Active
CUST000165,Bachittar,Chaudhuri,Male,padmanabhanrobert@example.org,255773552,23-11-1993,Bareilly,Telangana,India,Standard,21812,Platinum,1992742,Active
CUST000166,Isaiah,Edwin,Male,cshenoy@example.org,8916269515,01-09-1990,Bathinda,Andhra Pradesh,India,Business,12609,Silver,580484,Active
CUST000167,Varsha,Mitter,Male,advikachandra@example.org,1274881573,08-10-1957,Ambarnath,Gujarat,India,Standard,36429,Bronze,1539189,Active
CUST000168,Bhanumati,Raval,Male,joshuakhatri@example.net,1010793312,05-01-1978,Jalna,Odisha,India,Standard,16931,Silver,284228,Active
CUST000169,Jai,Chad,Other,vivaankohli@example.net,3195103924,28-11-1986,Hyderabad,Karnataka,India,Standard,25089,Platinum,2398520,Active
CUST000170,Nisha,Ray,Male,chakrabartiyash@example.org,2523335107,03-11-1996,Madanapalle,Rajasthan,India,Standard,17710,Gold,460296,Active
CUST000171,Dev,Issac,Female,paunisha@example.org,9277244079,11-04-1999,Guntakal,Nagaland,India,Standard,37636,Gold,727952,Active
CUST000172,Jack,Bir,Other,vincent33@example.net,8379066566,11-09-1990,Farrukhabad,Andhra Pradesh,India,Business,34683,Silver,588384,Active
CUST000173,Charita,Suresh,Female,choudhryvaishnavi@example.com,9472583156,09-01-1971,Gopalpur,Goa,India,Prime,25202,Platinum,2908646,Active
CUST000174,Riya,Reddy,Female,jaikalita@example.net,6264525235,09-01-1982,Ujjain,Madhya Pradesh,India,Standard,20448,Bronze,733712,Active
CUST000175,Aditya,Acharya,Male,hemangkorpal@example.com,5188624618,28-08-1969,Mirzapur,Jharkhand,India,Standard,46498,Platinum,2662796,Active
CUST000176,Keya,Vig,Female,tarawakeeta@example.com,186748297,20-10-1962,Asansol,Gujarat,India,Prime,4793,Platinum,2414011,Active
CUST000177,Yashoda,Batra,Female,vghose@example.net,3480686167,13-02-1964,Nashik,Uttar Pradesh,India,Standard,16283,Bronze,1138686,Active
CUST000178,Idika,Dey,Male,zaitrabhatia@example.org,8240946524,09-06-1988,Sambhal,Bihar,India,Prime,34233,Bronze,2915174,Active
CUST000179,Abha,Pathak,Female,ynagarajan@example.com,1397862502,05-08-1990,Solapur,Himachal Pradesh,India,Prime,36143,Bronze,205729,Active
CUST000180,Manya,Patil,Male,zwagle@example.com,4700894595,12-12-2001,Madanapalle,Sikkim,India,Prime,37315,Bronze,2907447,Active
CUST000181,Nitara,Choudhry,Other,noah21@example.com,5667552288,31-10-1966,Haridwar,Assam,India,Standard,8386,Gold,2415654,Active
CUST000182,Yadavi,Aggarwal,Other,rachanaraval@example.org,2233814064,16-01-2003,Madanapalle,Punjab,India,Standard,45782,Bronze,617101,Active
CUST000183,Yashodhara,Mahajan,Male,udarshmore@example.org,9150811530,12-02-1970,Amroha,Odisha,India,Standard,34369,Silver,1827733,Active
CUST000184,Bachittar,Baral,Female,echoudhry@example.org,5589338349,12-10-1996,Dibrugarh,Himachal Pradesh,India,Prime,39391,Bronze,243879,Active
CUST000185,Panini,Prasad,Other,mahalgaurav@example.net,6689630585,18-01-1986,Malda,Sikkim,India,Standard,30191,Gold,1526897,Active
CUST000186,Suhani,Halder,Other,ranveer16@example.org,3180733438,04-09-1993,Raichur,Gujarat,India,Prime,31149,Silver,2494293,Active
